Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1
CPIQ.SE9015,2012.12,921.248143,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2013.03,924.219911,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2013.06,927.191679,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2013.09,929.420505,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2013.12,936.849926,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2014.03,940.564636,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2014.06,946.508172,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2014.09,948.736999,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2014.12,953.194651,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2015.03,956.909361,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2015.06,962.852897,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2015.09,967.31055,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2015.12,971.768202,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2016.03,976.225854,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2016.06,979.940565,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2016.09,985.884101,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2016.12,990.341753,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2017.03,994.799406,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2017.09,1008.172363,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2017.12,1013,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2018.03,1018,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2018.06,1029,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2018.09,1038,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2018.12,1042,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE9015,2019.03,1048,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Restaurant meals and ready-to-eat food
CPIQ.SE901501,1985.09,338.292302,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1985.12,348.989292,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1986.03,361.023405,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1986.06,376.801465,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1986.09,386.696181,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1986.12,438.844006,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1987.03,453.017517,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1987.06,466.923605,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1987.09,473.876648,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1987.12,484.573638,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1988.03,494.735778,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1988.06,502.22367,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1988.09,508.37444,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1988.12,514.525209,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1989.03,519.155936,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1989.06,524.301188,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1989.09,541.28052,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1989.12,553.629125,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1990.03,561.347003,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1990.06,568.550356,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1990.09,576.268234,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1990.12,579.869911,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1991.03,588.102314,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1991.06,590.67494,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1991.09,591.189465,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1991.12,591.70399,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1992.03,592.733041,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1992.06,595.820192,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1992.09,596.849242,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1992.12,598.907343,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1993.03,598.907343,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1993.06,600.965444,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1993.09,602.50902,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1993.12,601.994495,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1994.03,604.402473,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1994.06,607.412445,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1994.09,611.024412,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1994.12,613.43239,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1995.03,617.646352,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1995.06,621.258318,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1995.09,624.870286,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1995.12,624.268291,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1996.03,627.880258,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1996.06,629.686241,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1996.09,630.89023,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1996.12,633.298208,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1997.03,636.910175,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1997.06,639.920148,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1997.09,645.940092,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1997.12,649.55206,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1998.03,652.562032,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1998.06,653.766021,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1998.09,657.377988,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1998.12,659.183971,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1999.03,659.785966,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1999.06,662.795939,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1999.09,664.12153,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,1999.12,669.423898,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2000.03,670.749489,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2000.06,674.726265,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2000.09,679.365837,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2000.12,682.01702,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2001.03,687.319388,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2001.06,691.296164,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2001.09,696.598531,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2001.12,699.249715,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2002.03,707.866062,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2002.06,711.842838,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2002.09,713.16843,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2002.12,719.133593,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2003.03,721.784777,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2003.06,720.459185,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2003.09,723.110369,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2003.12,725.761552,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2004.03,730.401124,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2004.06,733.052308,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2004.09,734.3779,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2004.12,739.680267,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2005.03,741.668655,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2005.06,742.331451,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2005.09,743.657043,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2005.12,748.959411,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2006.03,752.936186,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2006.06,757.575758,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2006.09,762.878788,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2006.12,768.181818,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2007.03,775,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2007.06,780.30303,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2007.09,785.606061,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2007.12,790.909091,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2008.03,796.969697,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2008.06,811.363636,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2008.09,821.969697,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2008.12,832.575758,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2009.03,841.666667,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2009.06,849.242424,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2009.09,851.515152,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2009.12,856.818182,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2010.03,859.848485,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2010.06,862.878788,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2010.09,868.939394,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2010.12,891.666667,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2011.03,895.454545,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2011.06,900.757576,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2011.09,906.060606,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2011.12,911.363636,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2012.03,912.121212,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2012.06,916.666667,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2012.09,922.727273,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2012.12,923.484848,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2013.03,930.30303,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2013.06,933.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2013.09,937.121212,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2013.12,942.424242,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2014.03,943.939394,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2014.06,949.242424,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2014.09,953.030303,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2014.12,955.30303,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2015.03,958.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2015.06,964.393939,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2015.09,968.181818,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2015.12,974.242424,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2016.03,978.787879,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2016.06,981.060606,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2016.09,987.121212,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2016.12,991.666667,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2017.03,993.939394,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2017.09,1012.121212,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2017.12,1017,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2018.03,1022,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2018.06,1029,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2018.09,1034,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2018.12,1039,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901501,2019.03,1044,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Restaurant meals
CPIQ.SE901502,1999.06,584.795322,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,1999.09,586.988304,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,1999.12,587.719298,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2000.03,591.374269,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2000.06,595.02924,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2000.09,602.339181,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2000.12,608.918129,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2001.03,613.304094,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2001.06,619.152047,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2001.09,626.461988,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2001.12,636.695906,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2002.03,644.736842,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2002.06,652.046784,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2002.09,656.432749,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2002.12,660.818713,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2003.03,665.935673,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2003.06,669.590643,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2003.09,673.245614,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2003.12,677.631579,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2004.03,682.748538,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2004.06,689.327485,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2004.09,695.175439,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2004.12,699.561404,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2005.03,704.678363,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2005.06,709.795322,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2005.09,717.105263,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2005.12,721.491228,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2006.03,726.608187,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2006.06,730.994152,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2006.09,741.959064,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2006.12,747.076023,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2007.03,754.385965,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2007.06,763.888889,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2007.09,772.660819,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2007.12,780.701754,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2008.03,795.321637,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2008.06,812.134503,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2008.09,828.947368,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
CPIQ.SE901502,2008.12,836.988304,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Ready-to-eat food
